Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'7684061757488,body_html,zh-CN,,,"<p data-start=""115"" data-end=""385"">Crafted for elegance and utility, this <strong data-start=""154"" data-end=""176"">Porcelain Soup Pot</strong> is perfect for serving hot broths, herbal soups, stews, and nourishing tonics. Featuring a fitted lid and wide, shallow base, this pot preserves heat while allowing for easy scooping and serving at the table.</p>
<p data-start=""387"" data-end=""400""><strong data-start=""387"" data-end=""400"">Features:</strong></p>
<ul data-start=""402"" data-end=""955"">
<li data-start=""402"" data-end=""491"">
<p data-start=""404"" data-end=""491""><strong data-start=""404"" data-end=""416"">Material</strong>: High-quality white porcelain – heat-retentive and resistant to cracking</p>
</li>
<li data-start=""492"" data-end=""574"">
<p data-start=""494"" data-end=""574""><strong data-start=""494"" data-end=""504"">Design</strong>: Classic domed lid for optimal heat insulation and flavor retention</p>
</li>
<li data-start=""575"" data-end=""665"">
<p data-start=""577"" data-end=""665""><strong data-start=""577"" data-end=""589"">Capacity</strong>: Ideal for 2–4 servings – suitable for family-style soups or shared meals</p>
</li>
<li data-start=""666"" data-end=""738"">
<p data-start=""668"" data-end=""738""><strong data-start=""668"" data-end=""678"">Finish</strong>: Smooth glazed surface for easy cleaning and hygienic use</p>
</li>
<li data-start=""739"" data-end=""776"">
<p data-start=""741"" data-end=""776""><strong data-start=""741"" data-end=""774"">Microwave and dishwasher safe</strong></p>
</li>
<li data-start=""777"" data-end=""875"">
<p data-start=""779"" data-end=""875""><strong data-start=""779"" data-end=""786"">Use</strong>: Great for Chinese herbal soups, Cantonese double-boiled soups, or Western-style stews</p>
</li>
<li data-start=""876"" data-end=""955"">
<p data-start=""878"" data-end=""955""><strong data-start=""878"" data-end=""891"">Aesthetic</strong>: Minimalist look fits both home dining and restaurant service</p>
</li>
</ul>
<p data-start=""957"" data-end=""1104"" data-is-last-node="""" data-is-only-node="""">Whether you're presenting a hearty winter stew or a delicate medicinal broth, this soup pot balances tradition and functionality in a refined form.</p>","<p data-start=""115"" data-end=""385"">这款<strong data-start=""154"" data-end=""176"">瓷质汤锅</strong>兼具优雅与实用，是盛放热汤、药材汤、炖菜和滋补佳品的理想之选。锅盖设计精巧，锅底宽浅，保温性能出色，方便在餐桌上盛放。</p>

<p data-start=""387"" data-end=""400""><strong data-start=""387"" data-end=""400"">特征：</strong> </p>

<ul data-start=""402"" data-end=""955"">

<li data-start=""402"" data-end=""491"">

<p data-start=""404"" data-end=""491""><strong data-start=""404"" data-end=""416"">材质</strong>：优质白瓷——保温、抗开裂</p>


</li>

<li data-start=""492"" data-end=""574"">

 <p data-start=""494"" data-end=""574""><strong data-start=""494"" data-end=""504"">设计</strong>：经典圆顶盖，可实现最佳隔热效果和风味保留</p>


</li>

<li data-start=""575"" data-end=""665"">

<p data-start=""577"" data-end=""665""><strong data-start=""577"" data-end=""589"">容量</strong>：适合 2-4 人份 - 适合家庭式汤或共享餐点</p>


</li>

<li data-start=""666"" data-end=""738"">

<p data-start=""668"" data-end=""738""><strong data-start=""668"" data-end=""678"">表面</strong>：光滑的釉面，易于清洁，卫生使用</p>


</li>

<li data-start=""739"" data-end=""776"">

<p data-start=""741"" data-end=""776""><strong data-start=""741"" data-end=""774"">可放入微波炉和洗碗机清洗</strong></p>


</li>

<li data-start=""777"" data-end=""875"">

<p data-start=""779"" data-end=""875""><strong data-start=""779"" data-end=""786"">用途</strong>：非常适合中药材汤、粤式炖汤或西式炖菜</p>


</li>

<li data-start=""876"" data-end=""955"">

<p data-start=""878"" data-end=""955""><strong data-start=""878"" data-end=""891"">美学</strong>：简约外观适合家庭用餐和餐厅服务</p>


</li>


</ul>

<p data-start=""957"" data-end=""1104"" data-is-last-node="""" data-is-only-node="""">无论您要呈现丰盛的冬季炖菜还是精致的药汤，这款汤锅都以精致的形式平衡了传统与功能性。</p>"
PRODUCT,'7684061757488,handle,vi,,,soup-pot-tempered,
PRODUCT,'7684061757488,handle,zh-CN,,,soup-pot-tempered,
PRODUCT,'7684061757488,product_type,vi,,,Cookware,Đồ nấu nướng
PRODUCT,'7684061757488,product_type,zh-CN,,,Cookware,炊具
PRODUCT,'7684062117936,title,vi,,,Durable Rolled-Edge Bowl – Classic White Porcelain,Bát có cạnh cán bền – Sứ trắng cổ điển
PRODUCT,'7684062117936,title,zh-CN,,,Durable Rolled-Edge Bowl – Classic White Porcelain,耐用白色陶瓷反口碗
PRODUCT,'7684062117936,body_html,vi,,,"<p data-end=""378"" data-start=""134"">This <strong data-end=""155"" data-start=""139"">Flaring Bowl</strong> features a gracefully curved silhouette that widens at the rim, offering both style and function. Ideal for soups, noodles, or shared dishes, its elegant flared design ensures ease of use while enhancing food presentation.</p>
<p data-end=""393"" data-start=""380""><strong data-end=""393"" data-start=""380"">Features:</strong></p>
<ul data-end=""896"" data-start=""395"">
<li data-end=""472"" data-start=""395"">
<p data-end=""472"" data-start=""397""><strong data-end=""409"" data-start=""397"">Material</strong>: Durable white porcelain – heat-resistant and chip-resistant</p>
</li>
<li data-end=""554"" data-start=""473"">
<p data-end=""554"" data-start=""475""><strong data-end=""485"" data-start=""475"">Design</strong>: Wide flared rim for convenient handling and an elevated aesthetic</p>
</li>
<li data-end=""635"" data-start=""555"">
<p data-end=""635"" data-start=""557""><strong data-end=""567"" data-start=""557"">Finish</strong>: Smooth glazed surface for easy cleaning and resistance to stains</p>
</li>
<li data-end=""718"" data-start=""636"">
<p data-end=""718"" data-start=""638""><strong data-end=""650"" data-start=""638"">Capacity</strong>: Suitable for large servings such as pho, ramen, or hot pot sides</p>
</li>
<li data-end=""808"" data-start=""719"">
<p data-end=""808"" data-start=""721""><strong data-end=""728"" data-start=""721"">Use</strong>: Dishwasher, microwave, and food-safe – perfect for home or commercial dining</p>
</li>
<li data-end=""896"" data-start=""809"">
<p data-end=""896"" data-start=""811""><strong data-end=""820"" data-start=""811"">Style</strong>: Timeless profile with an open, airy look to complement any table setting</p>
</li>
</ul>
<p data-is-only-node="""" data-is-last-node="""" data-end=""1023"" data-start=""898"">Perfect for both traditional and contemporary kitchens, this flaring bowl brings sophistication and practicality to any meal.</p>","<p data-end=""378"" data-start=""134""> <strong data-end=""155"" data-start=""139"">Chiếc bát loe</strong> này có đường cong duyên dáng, mở rộng ở vành, vừa mang tính thẩm mỹ vừa tiện dụng. Lý tưởng cho các món súp, mì hoặc các món ăn chung, thiết kế loe thanh lịch của nó đảm bảo sự dễ sử dụng đồng thời nâng cao khả năng trình bày món ăn.</p>

<p data-end=""393"" data-start=""380""> <strong data-end=""393"" data-start=""380"">Đặc trưng:</strong> </p>

<ul data-end=""896"" data-start=""395"">

<li data-end=""472"" data-start=""395"">

<p data-end=""472"" data-start=""397""> <strong data-end=""409"" data-start=""397"">Chất liệu</strong> : Sứ trắng bền – chịu nhiệt và chống sứt mẻ</p>


</li>

<li data-end=""554"" data-start=""473"">

 <p data-end=""554"" data-start=""475""><strong data-end=""485"" data-start=""475"">Thiết kế</strong> : Vành rộng loe ra giúp cầm nắm dễ dàng và tăng tính thẩm mỹ </p>


</li>

<li data-end=""635"" data-start=""555"">

<p data-end=""635"" data-start=""557""> <strong data-end=""567"" data-start=""557"">Hoàn thiện</strong> : Bề mặt tráng men mịn dễ lau chùi và chống bám bẩn </p>


</li>

<li data-end=""718"" data-start=""636"">

<p data-end=""718"" data-start=""638""> <strong data-end=""650"" data-start=""638"">Sức chứa</strong> : Phù hợp cho các phần ăn lớn như phở, mì ramen hoặc lẩu </p>


</li>

<li data-end=""808"" data-start=""719"">

<p data-end=""808"" data-start=""721""> <strong data-end=""728"" data-start=""721"">Sử dụng</strong> : Máy rửa chén, lò vi sóng và an toàn thực phẩm – hoàn hảo cho bữa ăn gia đình hoặc thương mại </p>


</li>

<li data-end=""896"" data-start=""809"">

<p data-end=""896"" data-start=""811""> <strong data-end=""820"" data-start=""811"">Kiểu dáng</strong> : Kiểu dáng vượt thời gian với vẻ ngoài thoáng đãng, rộng rãi, phù hợp với mọi cách bài trí bàn ăn </p>


</li>


</ul>

<p data-is-only-node="""" data-is-last-node="""" data-end=""1023"" data-start=""898""> Hoàn hảo cho cả nhà bếp truyền thống và hiện đại, chiếc bát loe này mang đến sự tinh tế và tiện dụng cho mọi bữa ăn.</p>"
PRODUCT,'7684062117936,body_html,zh-CN,,,"<p data-end=""378"" data-start=""134"">This <strong data-end=""155"" data-start=""139"">Flaring Bowl</strong> features a gracefully curved silhouette that widens at the rim, offering both style and function. Ideal for soups, noodles, or shared dishes, its elegant flared design ensures ease of use while enhancing food presentation.</p>
<p data-end=""393"" data-start=""380""><strong data-end=""393"" data-start=""380"">Features:</strong></p>
<ul data-end=""896"" data-start=""395"">
<li data-end=""472"" data-start=""395"">
<p data-end=""472"" data-start=""397""><strong data-end=""409"" data-start=""397"">Material</strong>: Durable white porcelain – heat-resistant and chip-resistant</p>
</li>
<li data-end=""554"" data-start=""473"">
<p data-end=""554"" data-start=""475""><strong data-end=""485"" data-start=""475"">Design</strong>: Wide flared rim for convenient handling and an elevated aesthetic</p>
</li>
<li data-end=""635"" data-start=""555"">
<p data-end=""635"" data-start=""557""><strong data-end=""567"" data-start=""557"">Finish</strong>: Smooth glazed surface for easy cleaning and resistance to stains</p>
</li>
<li data-end=""718"" data-start=""636"">
<p data-end=""718"" data-start=""638""><strong data-end=""650"" data-start=""638"">Capacity</strong>: Suitable for large servings such as pho, ramen, or hot pot sides</p>
</li>
<li data-end=""808"" data-start=""719"">
<p data-end=""808"" data-start=""721""><strong data-end=""728"" data-start=""721"">Use</strong>: Dishwasher, microwave, and food-safe – perfect for home or commercial dining</p>
</li>
<li data-end=""896"" data-start=""809"">
<p data-end=""896"" data-start=""811""><strong data-end=""820"" data-start=""811"">Style</strong>: Timeless profile with an open, airy look to complement any table setting</p>
</li>
</ul>
<p data-is-only-node="""" data-is-last-node="""" data-end=""1023"" data-start=""898"">Perfect for both traditional and contemporary kitchens, this flaring bowl brings sophistication and practicality to any meal.</p>","<p data-end=""378"" data-start=""134"">这款<strong data-end=""155"" data-start=""139"">喇叭碗</strong>外形优美，边缘加宽，兼具时尚与实用。它优雅的喇叭形设计非常适合盛汤、面条或共享菜肴，方便使用的同时还能提升食物的观赏性。</p>

<p data-end=""393"" data-start=""380""><strong data-end=""393"" data-start=""380"">特征：</strong> </p>

<ul data-end=""896"" data-start=""395"">

<li data-end=""472"" data-start=""395"">

<p data-end=""472"" data-start=""397""><strong data-end=""409"" data-start=""397"">材质</strong>：耐用白瓷——耐热、防碎</p>


</li>

<li data-end=""554"" data-start=""473"">

<p data-end=""554"" data-start=""475""><strong data-end=""485"" data-start=""475"">设计</strong>：宽大的喇叭形边缘，方便操作，美观度更高</p>


</li>

<li data-end=""635"" data-start=""555"">

<p data-end=""635"" data-start=""557""><strong data-end=""567"" data-start=""557"">表面处理</strong>：光滑的釉面，易于清洁，耐污渍</p>


</li>

<li data-end=""718"" data-start=""636"">

<p data-end=""718"" data-start=""638""><strong data-end=""650"" data-start=""638"">容量</strong>：适合盛装大份食物，如越南粉、拉面或火锅配菜</p>


</li>

<li data-end=""808"" data-start=""719"">

<p data-end=""808"" data-start=""721""><strong data-end=""728"" data-start=""721"">用途</strong>：适用于洗碗机、微波炉和食品安全 - 非常适合家庭或商业餐饮</p>


</li>

<li data-end=""896"" data-start=""809"">

 <p data-end=""896"" data-start=""811""><strong data-end=""820"" data-start=""811"">风格</strong>：永恒的外形，开放、通风的外观，可与任何餐桌布置相得益彰</p>


</li>


</ul>

<p data-is-only-node="""" data-is-last-node="""" data-end=""1023"" data-start=""898"">这款喇叭形碗非常适合传统和现代厨房，可为任何餐点带来精致和实用性。</p>"
PRODUCT,'7684062117936,handle,vi,,,tempered-bowl,
PRODUCT,'7684062117936,handle,zh-CN,,,tempered-bowl,
PRODUCT,'7684062117936,product_type,vi,,,Tableware,Đồ dùng trên bàn ăn
PRODUCT,'7684062117936,product_type,zh-CN,,,Tableware,餐具
PRODUCT,'7684062707760,title,vi,,,Durable Rice Bowl – Classic White Ceramic,Bát cơm bền – Gốm sứ trắng cổ điển
PRODUCT,'7684062707760,title,zh-CN,,,Durable Rice Bowl – Classic White Ceramic,耐用白色陶瓷饭碗
PRODUCT,'7684062707760,body_html,vi,,,"<p data-start=""137"" data-end=""389"">This elegant <strong data-start=""150"" data-end=""163"">Rice Bowl</strong> features a smooth, rounded profile made from high-quality white Ceramic. With a minimalist aesthetic and durable structure, it's ideal for serving rice, side dishes, desserts, or sauces in both home and restaurant settings.</p>
<p data-start=""391"" data-end=""404""><strong data-start=""391"" data-end=""404"">Features:</strong></p>
<ul data-start=""406"" data-end=""879"">
<li data-start=""406"" data-end=""493"">
<p data-start=""408"" data-end=""493""><strong data-start=""408"" data-end=""420"">Material</strong>: Premium white Ceramic – durable, chip-resistant, and heat-retentive</p>
</li>
<li data-start=""494"" data-end=""572"">
<p data-start=""496"" data-end=""572""><strong data-start=""496"" data-end=""508"">Capacity</strong>: Ideal for single servings of rice or small portions of sides</p>
</li>
<li data-start=""573"" data-end=""650"">
<p data-start=""575"" data-end=""650""><strong data-start=""575"" data-end=""585"">Design</strong>: Classic round shape with a slightly raised foot for stability</p>
</li>
<li data-start=""651"" data-end=""720"">
<p data-start=""653"" data-end=""720""><strong data-start=""653"" data-end=""663"">Finish</strong>: Smooth glazed interior and exterior for easy cleaning</p>
</li>
<li data-start=""721"" data-end=""806"">
<p data-start=""723"" data-end=""806""><strong data-start=""723"" data-end=""730"">Use</strong>: Microwave and dishwasher safe – perfect for everyday or professional use</p>
</li>
<li data-start=""807"" data-end=""879"">
<p data-start=""809"" data-end=""879""><strong data-start=""809"" data-end=""818"">Style</strong>: Timeless design that complements any tableware collection</p>
</li>
</ul>
<p data-start=""881"" data-end=""1020"" data-is-last-node="""" data-is-only-node="""">Whether you're hosting a traditional meal or plating modern Asian fusion, this rice bowl offers elegance and practicality in equal measure.</p>","<p data-start=""137"" data-end=""389""><strong data-start=""150"" data-end=""163"">Chiếc bát cơm</strong> thanh lịch này có thiết kế bo tròn, nhẵn mịn được làm từ gốm sứ trắng cao cấp. Với kiểu dáng tối giản và cấu trúc bền bỉ, sản phẩm lý tưởng để đựng cơm, món ăn kèm, món tráng miệng hoặc nước sốt trong cả không gian gia đình và nhà hàng.</p>

<p data-start=""391"" data-end=""404""> <strong data-start=""391"" data-end=""404"">Đặc trưng:</strong> </p>

<ul data-start=""406"" data-end=""879"">

<li data-start=""406"" data-end=""493"">

<p data-start=""408"" data-end=""493""> <strong data-start=""408"" data-end=""420"">Chất liệu</strong> : Gốm sứ trắng cao cấp – bền, chống sứt mẻ và giữ nhiệt </p>


</li>

<li data-start=""494"" data-end=""572"">

<p data-start=""496"" data-end=""572""> <strong data-start=""496"" data-end=""508"">Sức chứa</strong> : Lý tưởng cho một phần cơm hoặc một phần nhỏ các món ăn kèm </p>


</li>

<li data-start=""573"" data-end=""650"">

<p data-start=""575"" data-end=""650""> <strong data-start=""575"" data-end=""585"">Thiết kế</strong> : Hình tròn cổ điển với phần chân hơi nhô lên để tăng độ ổn định </p>


</li>

<li data-start=""651"" data-end=""720"">

<p data-start=""653"" data-end=""720""> <strong data-start=""653"" data-end=""663"">Hoàn thiện</strong> : Mặt trong và mặt ngoài tráng men mịn dễ vệ sinh </p>


</li>

<li data-start=""721"" data-end=""806"">

<p data-start=""723"" data-end=""806""> <strong data-start=""723"" data-end=""730"">Sử dụng</strong> : Có thể dùng trong lò vi sóng và máy rửa chén – hoàn hảo cho mục đích sử dụng hàng ngày hoặc chuyên nghiệp</p>


</li>

<li data-start=""807"" data-end=""879"">

 <p data-start=""809"" data-end=""879""><strong data-start=""809"" data-end=""818"">Phong cách</strong> : Thiết kế vượt thời gian, phù hợp với bất kỳ bộ đồ ăn nào </p>


</li>


</ul>

<p data-start=""881"" data-end=""1020"" data-is-last-node="""" data-is-only-node=""""> Cho dù bạn đang tổ chức một bữa ăn truyền thống hay phục vụ món ăn châu Á hiện đại, bát cơm này đều mang đến sự thanh lịch và tính thực tế như nhau.</p>"
